"object_number","object_name","dimensions","reproduction.path"
"NK1","geldkist","hoogte 40 cm; breedte 74 cm; diepte 40.5 cm","NK_collectie/images_remove_frame/d3981e80-80e1-6568-921d-05f402a16331.jpg"
"NK1","geldkist","hoogte 40 cm; breedte 74 cm; diepte 40.5 cm","NK_collectie/images_remove_frame/425cd86e-f6db-1332-d783-b99401253e3c.jpg"
"NK1","geldkist","hoogte 40 cm; breedte 74 cm; diepte 40.5 cm","NK_collectie/images_remove_frame/27232d9d-5722-a2da-ef86-d194a052f590.jpg"
"NK1","geldkist","hoogte 40 cm; breedte 74 cm; diepte 40.5 cm","NK_collectie/images_remove_frame/87ab94e7-32bb-6a0d-73cb-23538db1c0d2.jpg"
"NK1","geldkist","hoogte 40 cm; breedte 74 cm; diepte 40.5 cm","NK_collectie/images_remove_frame/1f8adc32-9ee5-a6d9-7a5a-eb086144f520.jpg"
"NK1","geldkist","hoogte 40 cm; breedte 74 cm; diepte 40.5 cm","NK_collectie/images_remove_frame/685f6f5c-818d-9899-c025-40e0a0a57aa9.jpg"
"NK1","geldkist","hoogte 40 cm; breedte 74 cm; diepte 40.5 cm","NK_collectie/images_remove_frame/b3990863-2fce-0d8c-b7c3-fc7e3df7743b.jpg"
"NK1","geldkist","hoogte 40 cm; breedte 74 cm; diepte 40.5 cm","NK_collectie/images_remove_frame/6816f545-02b9-1b14-b998-4611567d8b40.jpg"
"NK100","tafel","hoogte 78 cm; diameter 112 cm","NK_collectie/images_remove_frame/eeb1a25c-766f-23ff-1389-46175c6796ab.jpg"
"NK100","tafel","hoogte 78 cm; diameter 112 cm","NK_collectie/images_remove_frame/7b122714-2825-9884-5bb5-d0613cbdf6c5.jpg"
"NK100","tafel","hoogte 78 cm; diameter 112 cm","NK_collectie/images_remove_frame/74afbd00-a337-4c8e-22f4-0eb56c2015a6.jpg"
"NK1000","commode","hoogte 90 cm; breedte 104 cm; diepte 56 cm","NK_collectie/images_remove_frame/d0a0f9af-ca32-0c0d-8fb3-3a3e8f0b1101.jpg"
"NK1000","commode","hoogte 90 cm; breedte 104 cm; diepte 56 cm","NK_collectie/images_remove_frame/4115523a-8dfc-2b12-a47b-2ab380b40000.jpg"
"NK1000","commode","hoogte 90 cm; breedte 104 cm; diepte 56 cm","NK_collectie/images_remove_frame/70dc7e93-760e-703c-8a8b-de5306d99b93.jpg"
"NK1001","commode","hoogte 88.5 cm; breedte 90 cm; ""diepte / diameter"" 49.5 cm","NK_collectie/images_remove_frame/5fec825a-a2a0-53cb-8466-6bb8f3e45ef2.jpg"
"NK1001","commode","hoogte 88.5 cm; breedte 90 cm; ""diepte / diameter"" 49.5 cm","NK_collectie/images_remove_frame/daeb02d6-c765-c929-c763-67647e15bdcb.jpg"
"NK1001","commode","hoogte 88.5 cm; breedte 90 cm; ""diepte / diameter"" 49.5 cm","NK_collectie/images_remove_frame/8fa5c4e9-513b-b1c9-486b-c2b8c14a0e9a.jpg"
"NK1001","commode","hoogte 88.5 cm; breedte 90 cm; ""diepte / diameter"" 49.5 cm","NK_collectie/images_remove_frame/b9b23e7a-b3e3-a666-bd1f-ccda3478caef.jpg"
"NK1003","Mahal-tapijt","hoogte 621 cm; breedte 414 cm","NK_collectie/images_remove_frame/c76a6189-121a-087f-47ce-c27e213f8f61.jpg"
"NK1003","Mahal-tapijt","hoogte 621 cm; breedte 414 cm","NK_collectie/images_remove_frame/cad98e2b-b0b0-df55-4738-ec346d738cb8.jpg"
"NK1003","Mahal-tapijt","hoogte 621 cm; breedte 414 cm","NK_collectie/images_remove_frame/68a31245-a612-96eb-6559-2b673c032435.jpg"
"NK1003","Mahal-tapijt","hoogte 621 cm; breedte 414 cm","NK_collectie/images_remove_frame/c84ad385-ab56-e567-93b5-af4090dedc0f.jpg"
"NK1003","Mahal-tapijt","hoogte 621 cm; breedte 414 cm","NK_collectie/images_remove_frame/7e07c4c3-f5f0-1e15-6bb5-fc460f51d9a9.jpg"
"NK1003","Mahal-tapijt","hoogte 621 cm; breedte 414 cm","NK_collectie/images_remove_frame/a60bc177-3cc1-8eda-e39e-dcc41464ec61.jpg"
"NK1003","Mahal-tapijt","hoogte 621 cm; breedte 414 cm","NK_collectie/images_remove_frame/96375ccb-e982-90e6-ad18-50043c10fa1e.jpg"
"NK1003","Mahal-tapijt","hoogte 621 cm; breedte 414 cm","NK_collectie/images_remove_frame/f6d9678f-168c-f8a9-95ea-053771eb6d05.jpg"
"NK1004","tapijt","hoogte 465 cm; breedte 304 cm","NK_collectie/images_remove_frame/4ea930be-fc2a-580f-b198-9348eb2df1f2.jpg"
"NK1004","tapijt","hoogte 465 cm; breedte 304 cm","NK_collectie/images_remove_frame/c0af31d9-572f-dff0-82cf-6f7c252442be.jpg"
"NK1004","tapijt","hoogte 465 cm; breedte 304 cm","NK_collectie/images_remove_frame/11f33db8-4a92-7419-5ab6-169ed4ed92dd.jpg"
"NK1005","Kaukasisch tapijt","hoogte 253 cm; breedte 123 cm","NK_collectie/images_remove_frame/c7fea632-0909-1872-a8a6-7a3533f47267.jpg"
"NK1006","Perzisch tapijt","hoogte 324 cm; breedte 120 cm","NK_collectie/images_remove_frame/579f7c24-7540-b2f3-d3e0-68d9c9e871c9.jpg"
"NK1007","Ennsi-tapijt","hoogte 135 cm; breedte 151 cm","NK_collectie/images_remove_frame/4bbfff5d-e648-5d1e-4f3d-25f5c99b770b.jpg"
"NK1008","Bachtiari-tapijt","hoogte 210 cm; breedte 153 cm","NK_collectie/images_remove_frame/6d138e7c-4f70-2314-5e05-2d22746747b7.jpg"
"NK1008","Bachtiari-tapijt","hoogte 210 cm; breedte 153 cm","NK_collectie/images_remove_frame/13af2dd5-b7a3-411e-ef50-59e9e3099257.jpg"
"NK1008","Bachtiari-tapijt","hoogte 210 cm; breedte 153 cm","NK_collectie/images_remove_frame/d836b653-fbb8-e1f2-0d37-7cf13b13ca76.jpg"
"NK1008","Bachtiari-tapijt","hoogte 210 cm; breedte 153 cm","NK_collectie/images_remove_frame/b83e0886-00d3-00aa-b8c5-56aceef34f95.jpg"
"NK1008","Bachtiari-tapijt","hoogte 210 cm; breedte 153 cm","NK_collectie/images_remove_frame/f5ebcd0c-34a2-73dd-763b-70855de2f3a4.jpg"
"NK1010","Oosters tapijt","hoogte 356 cm; breedte 105 cm","NK_collectie/images_remove_frame/0dd30e22-777b-c056-333f-0ac6c46b43eb.jpg"
"NK1011","Ersari-tapijt","hoogte 205 cm; breedte 160 cm","NK_collectie/images_remove_frame/4d52369b-f7fc-cc12-f2fd-61088f123d2e.jpg"
"NK1012","Heriz-tapijt","hoogte 360 cm; breedte 262 cm","NK_collectie/images_remove_frame/94cebc7a-b0c7-6240-818f-c1cc60291559.jpg"
"NK1012","Heriz-tapijt","hoogte 360 cm; breedte 262 cm","NK_collectie/images_remove_frame/8ba68c6b-b100-e7e9-3d95-1f0f6f536d85.jpg"
"NK1012","Heriz-tapijt","hoogte 360 cm; breedte 262 cm","NK_collectie/images_remove_frame/883142ec-65ee-5d83-26c9-f520432d8c0d.jpg"
"NK1014","Beloetsjistan-tapijt","hoogte 340 cm; breedte 190 cm","NK_collectie/images_remove_frame/8384edb4-76a3-ab15-e0b4-800a11a2f5c4.jpg"
"NK1014","Beloetsjistan-tapijt","hoogte 340 cm; breedte 190 cm","NK_collectie/images_remove_frame/6a369429-76db-443b-3b8f-3aa5f41c8f95.jpg"
"NK1014","Beloetsjistan-tapijt","hoogte 340 cm; breedte 190 cm","NK_collectie/images_remove_frame/f980de84-50dd-618e-f6c0-eaf07555169a.jpg"
"NK1015","Oosters tapijt","hoogte 167 cm; breedte 100 cm","NK_collectie/images_remove_frame/ed51ff08-22f9-2380-0238-314e6565701f.jpg"
"NK1018","Kirman-tapijt","hoogte 300 cm; breedte 400 cm","NK_collectie/images_remove_frame/4d7a9f90-42f2-b5ec-4e33-7debe3182b91.jpg"
"NK1018","Kirman-tapijt","hoogte 300 cm; breedte 400 cm","NK_collectie/images_remove_frame/80ac83a3-e889-97d4-8bca-480ce2a61cbc.jpg"
"NK1018","Kirman-tapijt","hoogte 300 cm; breedte 400 cm","NK_collectie/images_remove_frame/4fd2f891-50be-9971-0ecd-d5b3205c2744.jpg"
"NK102","flap-aan-de-wand","hoogte 73 cm; diameter 84 cm","NK_collectie/images_remove_frame/d81f534e-c3b6-49b8-21cc-17ed27374308.jpg"
"NK102","flap-aan-de-wand","hoogte 73 cm; diameter 84 cm","NK_collectie/images_remove_frame/8b2a2b89-bff5-2490-d00f-e4fef68a71b3.jpg"
"NK102","flap-aan-de-wand","hoogte 73 cm; diameter 84 cm","NK_collectie/images_remove_frame/6ba6bf2c-b33c-5576-9fe2-ca1a086be0b8.jpg"
"NK102","flap-aan-de-wand","hoogte 73 cm; diameter 84 cm","NK_collectie/images_remove_frame/99fa9036-5f99-af91-73f6-59668e124d7e.jpg"
"NK102","flap-aan-de-wand","hoogte 73 cm; diameter 84 cm","NK_collectie/images_remove_frame/9f167a36-83e9-6b53-e362-11830717fe88.jpg"
"NK102","flap-aan-de-wand","hoogte 73 cm; diameter 84 cm","NK_collectie/images_remove_frame/44838df2-1e64-8cb0-bca7-fab10cd30cf1.jpg"
"NK102","flap-aan-de-wand","hoogte 73 cm; diameter 84 cm","NK_collectie/images_remove_frame/edbd5aac-69a3-0f5f-3f24-125e62d4ddcb.jpg"
"NK1021","Heriz-tapijt","hoogte 230 cm; breedte 345 cm","NK_collectie/images_remove_frame/7a1316cc-497c-77cf-f3f8-e683ee5e21d5.jpg"
"NK1022","Bokhara-tapijt","hoogte 275 cm; breedte 225 cm","NK_collectie/images_remove_frame/8b31febc-b734-b99d-cdd4-5d07ec1a979d.jpg"
"NK1022","Bokhara-tapijt","hoogte 275 cm; breedte 225 cm","NK_collectie/images_remove_frame/ecadc864-a7a1-6fb9-fcd0-4ddaa8d4d864.jpg"
"NK1022","Bokhara-tapijt","hoogte 275 cm; breedte 225 cm","NK_collectie/images_remove_frame/0b0dc48d-23ca-23cf-4ad2-3b874db2e71a.jpg"
"NK1022","Bokhara-tapijt","hoogte 275 cm; breedte 225 cm","NK_collectie/images_remove_frame/19d3a21d-4733-6fc7-c4ae-22e42eb79e0c.jpg"
"NK1022","Bokhara-tapijt","hoogte 275 cm; breedte 225 cm","NK_collectie/images_remove_frame/5ad9c6e7-31e4-d273-9420-e675a748aa61.jpg"
"NK1024","Heriz-tapijt","hoogte 361 cm; breedte 250 cm","NK_collectie/images_remove_frame/0fb5ee8a-412c-a6ec-bc43-c3d1f4b0688e.jpg"
"NK1024","Heriz-tapijt","hoogte 361 cm; breedte 250 cm","NK_collectie/images_remove_frame/77e42817-5d1d-7fde-b696-ee454475d889.jpg"
"NK1024","Heriz-tapijt","hoogte 361 cm; breedte 250 cm","NK_collectie/images_remove_frame/b0f8d52a-ed25-0ca0-8887-27bc11e9c848.jpg"
"NK1024","Heriz-tapijt","hoogte 361 cm; breedte 250 cm","NK_collectie/images_remove_frame/6626713c-1ca7-40b3-a7f5-a87e74d3e470.jpg"
"NK1024","Heriz-tapijt","hoogte 361 cm; breedte 250 cm","NK_collectie/images_remove_frame/0404e3d5-3138-fcea-c56b-204fdb369223.jpg"
"NK1026","Chinees tapijt","hoogte 285 cm; breedte 175 cm","NK_collectie/images_remove_frame/a323e4db-a8a4-8565-24f6-132dca1c57c3.jpg"
"NK1026","Chinees tapijt","hoogte 285 cm; breedte 175 cm","NK_collectie/images_remove_frame/b353eb02-b0a8-c796-1804-358353f54592.jpg"
"NK1026","Chinees tapijt","hoogte 285 cm; breedte 175 cm","NK_collectie/images_remove_frame/32f17722-66c3-88ef-67f6-d7e3546143cd.jpg"
"NK1026","Chinees tapijt","hoogte 285 cm; breedte 175 cm","NK_collectie/images_remove_frame/47ef6280-69da-1693-277d-639d3790318d.jpg"
"NK1026","Chinees tapijt","hoogte 285 cm; breedte 175 cm","NK_collectie/images_remove_frame/b125162d-dd07-8038-7bc3-5a79848290b2.jpg"
"NK1028","Oosters tapijt","hoogte 280 cm; breedte 174 cm","NK_collectie/images_remove_frame/4d304189-328b-b46d-41da-fd41b0b6e08f.jpg"
"NK1028","Oosters tapijt","hoogte 280 cm; breedte 174 cm","NK_collectie/images_remove_frame/d93040e4-e157-6f85-fa12-9960532ac99d.jpg"
"NK1028","Oosters tapijt","hoogte 280 cm; breedte 174 cm","NK_collectie/images_remove_frame/46cd3c9c-a685-ec97-b50a-26328e79b738.jpg"
"NK1028","Oosters tapijt","hoogte 280 cm; breedte 174 cm","NK_collectie/images_remove_frame/6fc11e9e-8c52-8063-e851-4bfbd7425a5a.jpg"
"NK1028","Oosters tapijt","hoogte 280 cm; breedte 174 cm","NK_collectie/images_remove_frame/f9bfc598-76d2-dee8-0975-d7696c88368a.jpg"
"NK1029","Kaukasisch tapijt","hoogte 168 cm; breedte 106 cm","NK_collectie/images_remove_frame/26568b73-b2ce-199d-98fe-6b9333105ea1.jpg"
"NK103","coulissetafel","hoogte 79 cm; diameter 102 cm","NK_collectie/images_remove_frame/ca8cb2c0-97ad-4759-6482-d40aacfaa3bf.jpg"
"NK103","coulissetafel","hoogte 79 cm; diameter 102 cm","NK_collectie/images_remove_frame/e19baeb9-6770-3bfd-3099-983fbf2d4191.jpg"
"NK103","coulissetafel","hoogte 79 cm; diameter 102 cm","NK_collectie/images_remove_frame/1ed71f2d-56d3-1bec-9122-15d933f057a3.jpg"
"NK103","coulissetafel","hoogte 79 cm; diameter 102 cm","NK_collectie/images_remove_frame/089f50fc-e86b-9e08-7117-6019835d894c.jpg"
"NK1033","Oosters tapijt","hoogte 492 cm; breedte 108 cm","NK_collectie/images_remove_frame/08edf278-a133-ba3f-a8a8-91b9e594a6b9.jpg"
"NK1034","Karadja-tapijt","hoogte 175 cm; breedte 140 cm","NK_collectie/images_remove_frame/294d3d75-409a-2c04-5da5-f4a92bc42371.jpg"
"NK1034","Karadja-tapijt","hoogte 175 cm; breedte 140 cm","NK_collectie/images_remove_frame/21069222-bd07-5207-763e-fba8a886809d.jpg"
"NK1034","Karadja-tapijt","hoogte 175 cm; breedte 140 cm","NK_collectie/images_remove_frame/2b8d86f0-cd56-6a7b-5cf5-f6d839e2668e.jpg"
"NK1034","Karadja-tapijt","hoogte 175 cm; breedte 140 cm","NK_collectie/images_remove_frame/258878f7-6d3e-a924-5ca9-1343721a6e50.jpg"
"NK1036","Karabagh-tapijt","hoogte 287 cm; breedte 143 cm","NK_collectie/images_remove_frame/d978f786-915b-2bc1-b3e2-2b85caa6179f.jpg"
"NK1039","Serabent-tapijt","hoogte 215 cm; breedte 121 cm","NK_collectie/images_remove_frame/fd391ab2-f2d4-f24c-76b6-dd6c125e4682.jpg"
"NK104","penanttafel","hoogte 81 cm; breedte 83 cm; diepte 38 cm","NK_collectie/images_remove_frame/3c71a40a-01be-be9c-3c6b-a13962199610.jpg"
"NK104","penanttafel","hoogte 81 cm; breedte 83 cm; diepte 38 cm","NK_collectie/images_remove_frame/3258b5ca-2a2b-b283-a1fe-f4be512317e9.jpg"
"NK104","penanttafel","hoogte 81 cm; breedte 83 cm; diepte 38 cm","NK_collectie/images_remove_frame/5a5b8d00-9201-c4fc-8861-b7c0e4e78b68.jpg"
"NK104","penanttafel","hoogte 81 cm; breedte 83 cm; diepte 38 cm","NK_collectie/images_remove_frame/24ce4c88-75d6-b021-8fe4-5df1ca77eee8.jpg"
"NK104","penanttafel","hoogte 81 cm; breedte 83 cm; diepte 38 cm","NK_collectie/images_remove_frame/2c88a452-614f-8f8e-7841-6c3f2b1bace8.jpg"
"NK104","penanttafel","hoogte 81 cm; breedte 83 cm; diepte 38 cm","NK_collectie/images_remove_frame/181d98c8-06b9-b0e1-d43e-3f4b3b474ecc.jpg"
"NK1041","Kazak-tapijt","hoogte 220 cm; breedte 135 cm","NK_collectie/images_remove_frame/7273f765-47a5-9e0d-9004-d939539a375f.jpg"
"NK1041","Kazak-tapijt","hoogte 220 cm; breedte 135 cm","NK_collectie/images_remove_frame/244269c4-f0ea-0f20-22a5-be4d8ffd0f06.jpg"
"NK1041","Kazak-tapijt","hoogte 220 cm; breedte 135 cm","NK_collectie/images_remove_frame/9dec10cb-a271-4158-4a26-c8bd6023a842.jpg"
"NK1041","Kazak-tapijt","hoogte 220 cm; breedte 135 cm","NK_collectie/images_remove_frame/76a5a3a9-003a-c0c3-0c25-2ec389f17551.jpg"
"NK1041","Kazak-tapijt","hoogte 220 cm; breedte 135 cm","NK_collectie/images_remove_frame/8442c8fd-f266-9506-a59f-bcfd9f5bf81e.jpg"
"NK1041","Kazak-tapijt","hoogte 220 cm; breedte 135 cm","NK_collectie/images_remove_frame/cd3109f3-b300-6fd2-354a-522df1506b6f.jpg"
"NK1043","Kazak-tapijt","hoogte 200 cm; breedte 135 cm","NK_collectie/images_remove_frame/d3b88241-8b60-5470-0baf-7298fcbc9c64.jpg"
"NK1043","Kazak-tapijt","hoogte 200 cm; breedte 135 cm","NK_collectie/images_remove_frame/77c0455f-0bb4-9aa6-fd1e-edb4a58250e9.jpg"
"NK1043","Kazak-tapijt","hoogte 200 cm; breedte 135 cm","NK_collectie/images_remove_frame/8dbc62f6-7466-1944-cd91-20adc60a68a7.jpg"
"NK1043","Kazak-tapijt","hoogte 200 cm; breedte 135 cm","NK_collectie/images_remove_frame/0791f745-9bd3-ee0a-14d8-263a86533af4.jpg"
"NK1043","Kazak-tapijt","hoogte 200 cm; breedte 135 cm","NK_collectie/images_remove_frame/0791f745-9bd3-ee0a-14d8-263a86533af4.jpg"
"NK1044","Afshari-tapijt","hoogte 175 cm; breedte 121.5 cm","NK_collectie/images_remove_frame/ad3d3580-1b6c-d0f6-9f49-a3f77be350e2.jpg"
"NK1045","Shiraz-tapijt","hoogte 380 cm; breedte 130 cm","NK_collectie/images_remove_frame/4d0d89a0-5295-056f-7b5d-6ac2944eb80f.jpg"
"NK1047","Megri-tapijt","hoogte 175 cm; breedte 127 cm","NK_collectie/images_remove_frame/cd7076ae-08c6-59fc-e256-493c2ccb188a.jpg"
"NK1049","Tschelaberd-tapijt","hoogte 231 cm; breedte 163 cm","NK_collectie/images_remove_frame/bdb84a7c-c20b-29a0-8ca3-cc995da6de83.jpg"
"NK1049","Tschelaberd-tapijt","hoogte 231 cm; breedte 163 cm","NK_collectie/images_remove_frame/3ee7ac30-e614-7957-b47f-7c52bef311db.jpg"
"NK1049","Tschelaberd-tapijt","hoogte 231 cm; breedte 163 cm","NK_collectie/images_remove_frame/2ab5465a-6c09-84c7-9183-0805e701ca25.jpg"
"NK1049","Tschelaberd-tapijt","hoogte 231 cm; breedte 163 cm","NK_collectie/images_remove_frame/3d77878d-ace8-905f-8e57-d5c1eb8dde92.jpg"
"NK1049","Tschelaberd-tapijt","hoogte 231 cm; breedte 163 cm","NK_collectie/images_remove_frame/46e10455-ce2b-5b20-30ce-1d9f3495b9c6.jpg"
"NK1049","Tschelaberd-tapijt","hoogte 231 cm; breedte 163 cm","NK_collectie/images_remove_frame/7386d6f1-3351-59bc-f4b9-a46efe1d1086.jpg"
"NK1051","Mahal-tapijt","hoogte 400 cm; breedte 275 cm","NK_collectie/images_remove_frame/92762462-5768-1f01-9ed7-a71527329993.jpg"
"NK1051","Mahal-tapijt","hoogte 400 cm; breedte 275 cm","NK_collectie/images_remove_frame/a5dfa601-2930-50aa-46ab-72785c705f23.jpg"
"NK1051","Mahal-tapijt","hoogte 400 cm; breedte 275 cm","NK_collectie/images_remove_frame/5cae8b9b-a31f-0cf9-ae57-ba6cf6b1e45f.jpg"
"NK1054","Beloetsjistan-tapijt","hoogte 273 cm; breedte 147 cm","NK_collectie/images_remove_frame/388fdb4f-d7e9-909b-ccaa-d8ac93c199cd.jpg"
"NK1055","Kazak-tapijt","hoogte 190 cm; breedte 110 cm","NK_collectie/images_remove_frame/d630c82c-deb0-e4fa-f1dd-735db3f217e7.jpg"
"NK1055","Kazak-tapijt","hoogte 190 cm; breedte 110 cm","NK_collectie/images_remove_frame/6c058d20-51f1-1d58-67ac-f6755c7daf5f.jpg"
"NK1056","Heriz-tapijt","hoogte 375 cm; breedte 280 cm","NK_collectie/images_remove_frame/9d2e758d-e6f9-935e-bd14-efa90a0e4e29.jpg"
"NK1056","Heriz-tapijt","hoogte 375 cm; breedte 280 cm","NK_collectie/images_remove_frame/913979b8-a141-e550-438d-b02a8b37411e.jpg"
"NK1056","Heriz-tapijt","hoogte 375 cm; breedte 280 cm","NK_collectie/images_remove_frame/ea3e4c59-648a-2130-75c7-9a5dc41642f9.jpg"
"NK1056","Heriz-tapijt","hoogte 375 cm; breedte 280 cm","NK_collectie/images_remove_frame/9be793fe-53c6-604f-e25a-446ab9f86813.jpg"
"NK1056","Heriz-tapijt","hoogte 375 cm; breedte 280 cm","NK_collectie/images_remove_frame/856a1f7f-84ef-5a81-7780-011eaab066e3.jpg"
"NK1059","Hamadan-tapijt","hoogte 346 cm; breedte 184 cm","NK_collectie/images_remove_frame/6a0a80f5-45f6-c226-dcfe-b0f695adfc97.jpg"
"NK1059","Hamadan-tapijt","hoogte 346 cm; breedte 184 cm","NK_collectie/images_remove_frame/f404bf57-0513-681f-6820-805fd0cc624e.jpg"
"NK1059","Hamadan-tapijt","hoogte 346 cm; breedte 184 cm","NK_collectie/images_remove_frame/84e4bcd1-8401-78a5-7944-d3ce5b42f81a.jpg"
"NK1059","Hamadan-tapijt","hoogte 346 cm; breedte 184 cm","NK_collectie/images_remove_frame/64c19a7c-3eee-466c-247e-d5d54496683e.jpg"
"NK1059","Hamadan-tapijt","hoogte 346 cm; breedte 184 cm","NK_collectie/images_remove_frame/2506cb2f-6e7f-656c-9eb0-644b7a8e8f63.jpg"
"NK1059","Hamadan-tapijt","hoogte 346 cm; breedte 184 cm","NK_collectie/images_remove_frame/97d2e08c-3481-aee4-f881-d9bf07bae42e.jpg"
"NK1059","Hamadan-tapijt","hoogte 346 cm; breedte 184 cm","NK_collectie/images_remove_frame/b7ca0bfd-e134-5e41-c096-dd1d1a5644be.jpg"
"NK1060","Lenkoran-tapijt","hoogte 210 cm; breedte 137 cm","NK_collectie/images_remove_frame/b4dfe439-67ef-0bac-73f3-2e6f1c6c31df.jpg"
"NK1060","Lenkoran-tapijt","hoogte 210 cm; breedte 137 cm","NK_collectie/images_remove_frame/3f73daec-b094-c224-105d-7281875f71d5.jpg"
"NK1061","Heriz-tapijt","hoogte 485 cm; breedte 340 cm","NK_collectie/images_remove_frame/5833485b-3b7e-a6b3-45f7-2d85081b7ba5.jpg"
"NK1063","Afshari-tapijt","hoogte 185 cm; breedte 135 cm","NK_collectie/images_remove_frame/e5df273a-17a9-220c-57d0-d8b5a9d99552.jpg"
"NK1064","Chorassan-tapijt","hoogte 520 cm; breedte 410 cm","NK_collectie/images_remove_frame/662781f5-fa41-6f0b-65f6-8c30ae1c0d91.jpg"
"NK1064","Chorassan-tapijt","hoogte 520 cm; breedte 410 cm","NK_collectie/images_remove_frame/3b7daa3e-a30f-fb7e-85bb-28bbd50f0617.jpg"
"NK1064","Chorassan-tapijt","hoogte 520 cm; breedte 410 cm","NK_collectie/images_remove_frame/8f651cb6-97d6-b199-e7c8-2f58c50007c0.jpg"
"NK1067","Kirman-tapijt","hoogte 625 cm; breedte 440 cm","NK_collectie/images_remove_frame/454e9a0a-27c1-93bd-d414-57c0ad5843e4.jpg"
"NK1067","Kirman-tapijt","hoogte 625 cm; breedte 440 cm","NK_collectie/images_remove_frame/8b96dd62-2d34-7f4a-ab39-2a8e2d19edbc.jpg"
"NK1067","Kirman-tapijt","hoogte 625 cm; breedte 440 cm","NK_collectie/images_remove_frame/249a5ff7-8716-f263-00f0-ca51eb020c7e.jpg"
"NK1068","Heriz-tapijt","hoogte 780 cm; breedte 440 cm","NK_collectie/images_remove_frame/8adb1f7e-54b1-b416-5db2-421b5f47409b.jpg"
"NK1068","Heriz-tapijt","hoogte 780 cm; breedte 440 cm","NK_collectie/images_remove_frame/5780ac2e-a642-383a-08fa-2fc4c48e30c4.jpg"
"NK1068","Heriz-tapijt","hoogte 780 cm; breedte 440 cm","NK_collectie/images_remove_frame/de82843b-06f2-a3c6-3e76-5b076f7dbc6e.jpg"
"NK1068","Heriz-tapijt","hoogte 780 cm; breedte 440 cm","NK_collectie/images_remove_frame/084252cf-1295-9e7a-036b-b6ec1392f198.jpg"
"NK1068","Heriz-tapijt","hoogte 780 cm; breedte 440 cm","NK_collectie/images_remove_frame/c129029c-5a4f-e37b-698b-eec274d726bb.jpg"
"NK1068","Heriz-tapijt","hoogte 780 cm; breedte 440 cm","NK_collectie/images_remove_frame/cb8b09ba-1314-a761-e633-b269037b83ef.jpg"
"NK1069","Hamadan-tapijt","hoogte 475 cm; breedte 182 cm","NK_collectie/images_remove_frame/b8e785e3-7ca6-ba7c-0aa3-feacd4205331.jpg"
"NK1069","Hamadan-tapijt","hoogte 475 cm; breedte 182 cm","NK_collectie/images_remove_frame/ef8c56dd-2592-8b7c-a075-4938038b93d6.jpg"
"NK1069","Hamadan-tapijt","hoogte 475 cm; breedte 182 cm","NK_collectie/images_remove_frame/933b3915-d60b-6e05-5f64-981b7f0cd8c1.jpg"
"NK1069","Hamadan-tapijt","hoogte 475 cm; breedte 182 cm","NK_collectie/images_remove_frame/4486c7df-0b0a-1fe5-82b7-11ff0ab994d9.jpg"
"NK1069","Hamadan-tapijt","hoogte 475 cm; breedte 182 cm","NK_collectie/images_remove_frame/0be5ae3b-414b-da2a-4b80-3b5a90fc454d.jpg"
"NK1069","Hamadan-tapijt","hoogte 475 cm; breedte 182 cm","NK_collectie/images_remove_frame/d6d028da-d9b0-7891-66ed-346130a713ee.jpg"
"NK1069","Hamadan-tapijt","hoogte 475 cm; breedte 182 cm","NK_collectie/images_remove_frame/d6d028da-d9b0-7891-66ed-346130a713ee.jpg"
"NK107","secrétaire à abattant","hoogte 151 cm; breedte 93 cm; diepte 42 cm","NK_collectie/images_remove_frame/b51277c9-112a-f3c2-b1f9-01c7a52be3da.jpg"
"NK107","secrétaire à abattant","hoogte 151 cm; breedte 93 cm; diepte 42 cm","NK_collectie/images_remove_frame/1ca41b16-9418-f495-4215-68870b7bc14f.jpg"
"NK107","secrétaire à abattant","hoogte 151 cm; breedte 93 cm; diepte 42 cm","NK_collectie/images_remove_frame/52b649a1-83dc-d1bf-be6b-50f067a71ffb.jpg"
"NK107","secrétaire à abattant","hoogte 151 cm; breedte 93 cm; diepte 42 cm","NK_collectie/images_remove_frame/c3cc5714-5d41-932c-e1a5-0a13706356aa.jpg"
"NK1070","Kaukasisch tapijt","hoogte 156 cm; breedte 108 cm","NK_collectie/images_remove_frame/5940d0bd-ed56-4192-8973-8cd92ce78cf7.jpg"
"NK1073","Kazak-tapijt","hoogte 250 cm; breedte 140 cm","NK_collectie/images_remove_frame/3f77bbf6-b8af-30e3-7baf-6e9d0716b585.jpg"
"NK1073","Kazak-tapijt","hoogte 250 cm; breedte 140 cm","NK_collectie/images_remove_frame/b7b8a64b-77be-05a2-e133-699a37976f0f.jpg"
"NK1073","Kazak-tapijt","hoogte 250 cm; breedte 140 cm","NK_collectie/images_remove_frame/a316f9af-32a2-f7a9-701a-8c49187abf65.jpg"
"NK1073","Kazak-tapijt","hoogte 250 cm; breedte 140 cm","NK_collectie/images_remove_frame/46912360-d7ff-64bb-b579-293e78ff802c.jpg"
"NK1073","Kazak-tapijt","hoogte 250 cm; breedte 140 cm","NK_collectie/images_remove_frame/3338f15f-dfcb-f8aa-763c-1f0f0b753bb9.jpg"
"NK1073","Kazak-tapijt","hoogte 250 cm; breedte 140 cm","NK_collectie/images_remove_frame/adefa605-629e-620f-591a-80b0ed926166.jpg"
