"object_number","object_name","dimensions","reproduction.path"
"NK276-A1-2","dekselvaas","hoogte 51.5 cm; diameter 16.5 cm","NK_collectie/images_remove_frame/3cd94bcb-b25c-2842-5de4-167ac04ecbc3.jpg"
"NK276-A1-2","dekselvaas","hoogte 51.5 cm; diameter 16.5 cm","NK_collectie/images_remove_frame/a2f5ee5f-f336-874d-957a-4ea8b7ab4e39.jpg"
"NK276-A1-2","dekselvaas","hoogte 51.5 cm; diameter 16.5 cm","NK_collectie/images_remove_frame/071b3b69-573b-b5a6-2497-50d1b5194824.jpg"
"NK276-B1-2","dekselvaas","hoogte 51.5 cm; diameter 16.5 cm","NK_collectie/images_remove_frame/19913a20-3311-0022-d8e1-92b8b5344b53.jpg"
"NK276-B1-2","dekselvaas","hoogte 51.5 cm; diameter 16.5 cm","NK_collectie/images_remove_frame/8f8a5759-b6e3-dba5-123b-7cf18b465554.jpg"
"NK276-B1-2","dekselvaas","hoogte 51.5 cm; diameter 16.5 cm","NK_collectie/images_remove_frame/39327ca2-8f68-88cb-b441-35651704dd20.jpg"
"NK276-B1-2","dekselvaas","hoogte 51.5 cm; diameter 16.5 cm","NK_collectie/images_remove_frame/9eb15cd4-0a01-00e3-1bfb-6759fd30c161.jpg"
"NK276-B1-2","dekselvaas","hoogte 51.5 cm; diameter 16.5 cm","NK_collectie/images_remove_frame/071b3b69-573b-b5a6-2497-50d1b5194824.jpg"
"NK2762","kanon","hoogte 27 cm; diepte 61 cm","NK_collectie/images_remove_frame/5b5287d7-d3d7-bf6c-b147-5997e32d8bfa.jpg"
"NK2763","schilderij","hoogte 39.5 cm; breedte 27.5 cm; hoogte 55 cm; breedte 43 cm; diepte 7 cm","NK_collectie/images_remove_frame/c6830377-aa31-1c12-c2a2-ef07b317e582.jpg"
"NK2763","schilderij","hoogte 39.5 cm; breedte 27.5 cm; hoogte 55 cm; breedte 43 cm; diepte 7 cm","NK_collectie/images_remove_frame/1611f423-9268-67b6-1701-f63923635091.jpg"
"NK2765","schilderij","hoogte 31 cm; breedte 22 cm","NK_collectie/images_remove_frame/5deb6d2f-934c-f2eb-e737-30742206791c.jpg"
"NK2765","schilderij","hoogte 31 cm; breedte 22 cm","NK_collectie/images_remove_frame/ced4585a-ee40-e5af-7472-f9cde6f28d44.jpg"
"NK2765","schilderij","hoogte 31 cm; breedte 22 cm","NK_collectie/images_remove_frame/31e14f60-e9c5-4806-2f83-bcde87e32eba.jpg"
"NK2765","schilderij","hoogte 31 cm; breedte 22 cm","NK_collectie/images_remove_frame/54cb9a10-93d0-3ae0-9d28-ea6ef01afe5e.jpg"
"NK2765","schilderij","hoogte 31 cm; breedte 22 cm","NK_collectie/images_remove_frame/82a7f480-a061-8cbf-70c8-07d4d7627f20.jpg"
"NK2766","schilderij","hoogte 107 cm; breedte 171.5 cm","NK_collectie/images_remove_frame/62d0cf45-36b8-f92e-7fdd-1706643dbf3a.jpg"
"NK2766","schilderij","hoogte 107 cm; breedte 171.5 cm","NK_collectie/images_remove_frame/9d0a0067-431d-7db0-3d9f-859dec981cee.jpg"
"NK2766","schilderij","hoogte 107 cm; breedte 171.5 cm","NK_collectie/images_remove_frame/eab722fd-ea27-2e99-cdb2-28a1e59d5bdc.jpg"
"NK2771","schilderij","hoogte 37.5 cm; breedte 27 cm","NK_collectie/images_remove_frame/d4d74c02-b3e6-3d1f-f3de-a45338962127.jpg"
"NK2771","schilderij","hoogte 37.5 cm; breedte 27 cm","NK_collectie/images_remove_frame/1c7e8591-d6a2-9f00-7b44-374f06a38003.jpg"
"NK2772","schilderij","hoogte 44.5 cm; breedte 38 cm; diepte 8.5 cm; hoogte 30.5 cm; breedte 23 cm","NK_collectie/images_remove_frame/4561e755-8f70-b0e7-e298-602a74b71fdd.jpg"
"NK2772","schilderij","hoogte 44.5 cm; breedte 38 cm; diepte 8.5 cm; hoogte 30.5 cm; breedte 23 cm","NK_collectie/images_remove_frame/31e2b8bf-423e-809d-46b1-827afeb9a5d1.jpg"
"NK2772","schilderij","hoogte 44.5 cm; breedte 38 cm; diepte 8.5 cm; hoogte 30.5 cm; breedte 23 cm","NK_collectie/images_remove_frame/1c74a428-2c2d-320f-f61f-8bd861174a3b.jpg"
"NK2772","schilderij","hoogte 44.5 cm; breedte 38 cm; diepte 8.5 cm; hoogte 30.5 cm; breedte 23 cm","NK_collectie/images_remove_frame/a6667a00-109e-4ebd-9bae-777e7810425f.jpg"
"NK2773","schilderij","hoogte 25 cm; breedte 30 cm","NK_collectie/images_remove_frame/811ecb5e-a44a-c3de-783b-9ea0480069f2.jpg"
"NK2773","schilderij","hoogte 25 cm; breedte 30 cm","NK_collectie/images_remove_frame/4735aa5f-49bc-1341-aebf-da6fdaf1490b.jpg"
"NK2774","schilderij","hoogte 33 cm; breedte 28 cm; diameter 3.5 cm; hoogte 23.8 cm; breedte 19 cm","NK_collectie/images_remove_frame/2d05b6f9-3132-5b07-175e-4e97a122918f.jpg"
"NK2774","schilderij","hoogte 33 cm; breedte 28 cm; diameter 3.5 cm; hoogte 23.8 cm; breedte 19 cm","NK_collectie/images_remove_frame/2a53d4fa-6fac-1c9b-dad5-0629234f5128.jpg"
"NK2774","schilderij","hoogte 33 cm; breedte 28 cm; diameter 3.5 cm; hoogte 23.8 cm; breedte 19 cm","NK_collectie/images_remove_frame/7b3a7a18-0dde-cc32-f170-4715d0d45a2c.jpg"
"NK2774","schilderij","hoogte 33 cm; breedte 28 cm; diameter 3.5 cm; hoogte 23.8 cm; breedte 19 cm","NK_collectie/images_remove_frame/c20148e7-bf27-49fb-e639-5877fd5428cd.jpg"
"NK2774","schilderij","hoogte 33 cm; breedte 28 cm; diameter 3.5 cm; hoogte 23.8 cm; breedte 19 cm","NK_collectie/images_remove_frame/1c500c94-768c-09e6-676e-b4310439e3ea.jpg"
"NK2775","schilderij","hoogte 68 cm; breedte 39 cm; diepte 5 cm","NK_collectie/images_remove_frame/4158af54-7963-4b62-89e5-9e4641a9798f.jpg"
"NK2775","schilderij","hoogte 68 cm; breedte 39 cm; diepte 5 cm","NK_collectie/images_remove_frame/6eb7f00e-505c-841b-12b7-d6aa3aac070e.jpg"
"NK2775","schilderij","hoogte 68 cm; breedte 39 cm; diepte 5 cm","NK_collectie/images_remove_frame/2108bc1a-8391-16fc-4a75-bac2325b79cf.jpg"
"NK2775","schilderij","hoogte 68 cm; breedte 39 cm; diepte 5 cm","NK_collectie/images_remove_frame/eaf6fc82-db96-84be-3b57-7a7dc9ccf050.jpg"
"NK2776","schilderij","hoogte 64.7 cm; breedte 84.4 cm; diepte 6.5 cm","NK_collectie/images_remove_frame/53d18924-5f69-dc80-fdf7-22f135114afa.jpg"
"NK2776","schilderij","hoogte 64.7 cm; breedte 84.4 cm; diepte 6.5 cm","NK_collectie/images_remove_frame/9c6f26f7-6fe9-015f-c19d-1df4af1cdb7a.jpg"
"NK2776","schilderij","hoogte 64.7 cm; breedte 84.4 cm; diepte 6.5 cm","NK_collectie/images_remove_frame/217f3e5d-3bed-9a8a-ac25-b09fcca7f604.jpg"
"NK2780","schilderij","hoogte 140 cm; breedte 163 cm; diepte 6 cm; hoogte 112.5 cm; breedte 134 cm; hoogte 108.6 cm; breedte 131.7 cm","NK_collectie/images_remove_frame/164b33f7-feb9-708f-88ce-81f3dbe11dcb.jpg"
"NK2780","schilderij","hoogte 140 cm; breedte 163 cm; diepte 6 cm; hoogte 112.5 cm; breedte 134 cm; hoogte 108.6 cm; breedte 131.7 cm","NK_collectie/images_remove_frame/4550f702-b70e-316e-5941-a702c1ff64f9.jpg"
"NK2780","schilderij","hoogte 140 cm; breedte 163 cm; diepte 6 cm; hoogte 112.5 cm; breedte 134 cm; hoogte 108.6 cm; breedte 131.7 cm","NK_collectie/images_remove_frame/17f56f30-a57e-13f8-bac8-c1357b83972b.jpg"
"NK2781","schilderij","hoogte 28.5 cm; breedte 21 cm","NK_collectie/images_remove_frame/cb5b218f-0ae5-2f37-72d6-cd5e5e88f2ed.jpg"
"NK2781","schilderij","hoogte 28.5 cm; breedte 21 cm","NK_collectie/images_remove_frame/91cfe0f1-32a0-bc21-c690-1449e67506eb.jpg"
"NK2783","schilderij","hoogte 33 cm; breedte 29 cm","NK_collectie/images_remove_frame/43160082-9bc1-c547-f5c5-1531d62a046a.jpg"
"NK2783","schilderij","hoogte 33 cm; breedte 29 cm","NK_collectie/images_remove_frame/2a4c33e7-3a32-2d93-f39e-d875addb8e91.jpg"
"NK2784","schilderij","hoogte 32 cm; breedte 48 cm","NK_collectie/images_remove_frame/f931af75-b3ae-ac10-6993-be07caae5fae.jpg"
"NK2784","schilderij","hoogte 32 cm; breedte 48 cm","NK_collectie/images_remove_frame/46e85692-35f1-c372-7c53-c1cc850c87a9.jpg"
"NK2784","schilderij","hoogte 32 cm; breedte 48 cm","NK_collectie/images_remove_frame/14637965-5352-dcfe-b9d0-3cd3bc1bedd6.jpg"
"NK2785","schilderij","hoogte 36 cm; breedte 43 cm","NK_collectie/images_remove_frame/d6d0be13-6732-359d-d6b6-87998e6df7df.jpg"
"NK2785","schilderij","hoogte 36 cm; breedte 43 cm","NK_collectie/images_remove_frame/41d3851f-49b9-c983-6ea2-7f4a095233f4.jpg"
"NK2787","schilderij","hoogte 91 cm; breedte 128 cm","NK_collectie/images_remove_frame/2bcbc9eb-3c45-80e2-ef6a-c2b393710eb4.jpg"
"NK2787","schilderij","hoogte 91 cm; breedte 128 cm","NK_collectie/images_remove_frame/3c6c7c7b-5327-1693-b244-32140a173ed9.jpg"
"NK2787","schilderij","hoogte 91 cm; breedte 128 cm","NK_collectie/images_remove_frame/fe6ab401-2307-1129-f5dc-81a5562ce4c5.jpg"
"NK2788","schilderij","hoogte 51 cm; breedte 61 cm; diepte 8 cm; hoogte 30.5 cm; breedte 40.5 cm","NK_collectie/images_remove_frame/3bded742-09ad-e8d1-8bb3-78f9082ae840.jpg"
"NK2788","schilderij","hoogte 51 cm; breedte 61 cm; diepte 8 cm; hoogte 30.5 cm; breedte 40.5 cm","NK_collectie/images_remove_frame/6c99d3a6-1bfe-c4a5-e738-8474edb994b0.jpg"
"NK2788","schilderij","hoogte 51 cm; breedte 61 cm; diepte 8 cm; hoogte 30.5 cm; breedte 40.5 cm","NK_collectie/images_remove_frame/7772ea6e-4d95-a1d9-b3df-916b9592f6ec.jpg"
"NK2789","schilderij","hoogte 40.5 cm; breedte 55.5 cm","NK_collectie/images_remove_frame/87f3c0dd-ab9b-46ed-653b-f19ca2b8430a.jpg"
"NK2789","schilderij","hoogte 40.5 cm; breedte 55.5 cm","NK_collectie/images_remove_frame/1acdba6e-654f-7755-f8cb-67d85429a20f.jpg"
"NK2797-A","reproduktie","  ","NK_collectie/images_remove_frame/039cdfec-369d-69d8-8b9b-e090c7e3fed3.jpg"
"NK2797-A","reproduktie","  ","NK_collectie/images_remove_frame/62b82879-dea1-31b2-6643-20f736493140.jpg"
"NK2797-B","reproduktie","  ","NK_collectie/images_remove_frame/039cdfec-369d-69d8-8b9b-e090c7e3fed3.jpg"
"NK2797-B","reproduktie","  ","NK_collectie/images_remove_frame/62b82879-dea1-31b2-6643-20f736493140.jpg"
"NK28","schrijfkabinet","hoogte 266 cm; breedte 139 cm; diepte 68 cm","NK_collectie/images_remove_frame/aa3654d7-b44e-5428-7e1b-b370951a14c1.jpg"
"NK28","schrijfkabinet","hoogte 266 cm; breedte 139 cm; diepte 68 cm","NK_collectie/images_remove_frame/5e481cf5-5877-434f-f50b-134d8c518334.jpg"
"NK28","schrijfkabinet","hoogte 266 cm; breedte 139 cm; diepte 68 cm","NK_collectie/images_remove_frame/b4110b3b-fc96-0d84-9451-6a48ac682193.jpg"
"NK28","schrijfkabinet","hoogte 266 cm; breedte 139 cm; diepte 68 cm","NK_collectie/images_remove_frame/5aad05c7-5e80-7e38-c3c2-7dec3ff66147.jpg"
"NK2801-A","reproduktie","hoogte 35 cm; breedte 29.5 cm","NK_collectie/images_remove_frame/717fef29-8a04-cf3f-864e-a07ac68477a9.jpg"
"NK2801-B","reproduktie","hoogte 35 cm; breedte 29.5 cm","NK_collectie/images_remove_frame/717fef29-8a04-cf3f-864e-a07ac68477a9.jpg"
"NK2801-C","reproduktie","hoogte 35 cm; breedte 29.5 cm","NK_collectie/images_remove_frame/717fef29-8a04-cf3f-864e-a07ac68477a9.jpg"
"NK2803-A","heliogravure met handkleur","hoogte 71.5 cm; breedte 59 cm","NK_collectie/images_remove_frame/92713554-354a-ed20-8540-f9370bfdb4b2.jpg"
"NK2803-A","heliogravure met handkleur","hoogte 71.5 cm; breedte 59 cm","NK_collectie/images_remove_frame/f88f2b02-e707-8914-ad05-bff4efe8a93b.jpg"
"NK2803-B","heliogravure met handkleur","hoogte 71.5 cm; breedte 59 cm","NK_collectie/images_remove_frame/c486bab9-fd14-5d27-3981-ac28a3f37d01.jpg"
"NK2803-B","heliogravure met handkleur","hoogte 71.5 cm; breedte 59 cm","NK_collectie/images_remove_frame/92c580cc-dc50-bd6d-8617-cfbcfe1725a4.jpg"
"NK2804","Yomud-tapijt","hoogte 234 cm; breedte 141 cm","NK_collectie/images_remove_frame/bf0e9e2a-e280-3671-dbd7-dd404a6f6f72.jpg"
"NK2806","Bokhara-tapijt","hoogte 230 cm; breedte 115 cm","NK_collectie/images_remove_frame/259571e7-99a2-d317-8075-a24a799482cd.jpg"
"NK2806","Bokhara-tapijt","hoogte 230 cm; breedte 115 cm","NK_collectie/images_remove_frame/c0ebd9a6-8719-3f75-b39e-7aeb6768fbb3.jpg"
"NK2806","Bokhara-tapijt","hoogte 230 cm; breedte 115 cm","NK_collectie/images_remove_frame/76c27760-4231-6691-1a3e-ceee36f09f49.jpg"
"NK2806","Bokhara-tapijt","hoogte 230 cm; breedte 115 cm","NK_collectie/images_remove_frame/273089d3-3931-3e7c-2677-606085ad2c72.jpg"
"NK2808","Afghaan-tapijt","hoogte 259 cm; breedte 142 cm","NK_collectie/images_remove_frame/f8868f54-a509-64ce-4b7b-19395e626341.jpg"
"NK2808","Afghaan-tapijt","hoogte 259 cm; breedte 142 cm","NK_collectie/images_remove_frame/f5b7afd3-53f5-3660-4d1c-92b779bed78e.jpg"
"NK2808","Afghaan-tapijt","hoogte 259 cm; breedte 142 cm","NK_collectie/images_remove_frame/fdc35a7e-e094-3bd2-46d5-042bb1e0ed54.jpg"
"NK2808","Afghaan-tapijt","hoogte 259 cm; breedte 142 cm","NK_collectie/images_remove_frame/d0172628-1f17-9c31-7001-e80ff2ccaf84.jpg"
"NK2808","Afghaan-tapijt","hoogte 259 cm; breedte 142 cm","NK_collectie/images_remove_frame/041dc089-eeee-2f6a-d637-8d53448dd515.jpg"
"NK2808","Afghaan-tapijt","hoogte 259 cm; breedte 142 cm","NK_collectie/images_remove_frame/4d760887-8e04-cf8d-9188-bff33cfd3d2f.jpg"
"NK2809","Kazak-tapijt","hoogte 288 cm; breedte 113 cm","NK_collectie/images_remove_frame/efd6efce-0f8f-3a67-189c-3b9efb336c4f.jpg"
"NK2809","Kazak-tapijt","hoogte 288 cm; breedte 113 cm","NK_collectie/images_remove_frame/a37d8072-7cb1-1e41-0c05-c91a8ec28b06.jpg"
"NK2809","Kazak-tapijt","hoogte 288 cm; breedte 113 cm","NK_collectie/images_remove_frame/1ac9b3eb-7968-65ea-270f-f066592b028e.jpg"
"NK2809","Kazak-tapijt","hoogte 288 cm; breedte 113 cm","NK_collectie/images_remove_frame/0fb6b036-3ee6-cd47-f4e0-bedcb569836a.jpg"
"NK2809","Kazak-tapijt","hoogte 288 cm; breedte 113 cm","NK_collectie/images_remove_frame/3f932db3-cfcf-1fce-eb49-32db7dd8bd91.jpg"
"NK2809","Kazak-tapijt","hoogte 288 cm; breedte 113 cm","NK_collectie/images_remove_frame/bc1ba746-930d-421a-c0f7-2fc445750393.jpg"
"NK2810","schilderij","hoogte 98 cm; breedte 152 cm; diepte 8 cm","NK_collectie/images_remove_frame/c8ad5879-2b05-af08-df94-7570eef9fc67.jpg"
"NK2810","schilderij","hoogte 98 cm; breedte 152 cm; diepte 8 cm","NK_collectie/images_remove_frame/ffa0476d-822d-4170-c971-bd7ef8c090b6.jpg"
"NK2810","schilderij","hoogte 98 cm; breedte 152 cm; diepte 8 cm","NK_collectie/images_remove_frame/04d89d1d-53d8-0c00-2815-73da60ac11bd.jpg"
"NK2811","schilderij","hoogte 73 cm; breedte 127 cm","NK_collectie/images_remove_frame/595bc490-6c02-ed74-e0ac-3fde527dc651.jpg"
"NK2811","schilderij","hoogte 73 cm; breedte 127 cm","NK_collectie/images_remove_frame/abd1e06a-c958-c3a7-e4a5-2365cf0db185.jpg"
"NK2811","schilderij","hoogte 73 cm; breedte 127 cm","NK_collectie/images_remove_frame/7e12f8a1-55f3-28c6-b090-e5b254d70bf5.jpg"
"NK2812","schilderij","hoogte 66 cm; breedte 51 cm; diepte 4.5 cm; hoogte 57.5 cm; breedte 43 cm","NK_collectie/images_remove_frame/e0e3ebc1-0ab0-531e-a66c-c05425a337a3.jpg"
"NK2812","schilderij","hoogte 66 cm; breedte 51 cm; diepte 4.5 cm; hoogte 57.5 cm; breedte 43 cm","NK_collectie/images_remove_frame/811856d5-3edf-c583-1388-5156f9a38ad7.jpg"
"NK2812","schilderij","hoogte 66 cm; breedte 51 cm; diepte 4.5 cm; hoogte 57.5 cm; breedte 43 cm","NK_collectie/images_remove_frame/8048757e-7b68-c077-d9d7-9e3e16f111c4.jpg"
"NK2813","schilderij","hoogte 66 cm; breedte 49.5 cm; diepte 5 cm; hoogte 57.5 cm; breedte 41.5 cm","NK_collectie/images_remove_frame/eed63de1-3d81-00a9-f6ff-a6cc1a0dee6f.jpg"
"NK2813","schilderij","hoogte 66 cm; breedte 49.5 cm; diepte 5 cm; hoogte 57.5 cm; breedte 41.5 cm","NK_collectie/images_remove_frame/cbbb22e2-0f7c-6abb-ea84-a1a707d1eb17.jpg"
"NK2813","schilderij","hoogte 66 cm; breedte 49.5 cm; diepte 5 cm; hoogte 57.5 cm; breedte 41.5 cm","NK_collectie/images_remove_frame/690eadbb-6f36-e66f-5a5c-c41317d2dca2.jpg"
"NK2814","Heriz-tapijt","hoogte 303 cm; breedte 417 cm","NK_collectie/images_remove_frame/9b921d73-b891-addf-43c7-6717039b02b5.jpg"
"NK2814","Heriz-tapijt","hoogte 303 cm; breedte 417 cm","NK_collectie/images_remove_frame/d9c418e0-9d0a-0a9e-b837-afc4da71aeda.jpg"
"NK2814","Heriz-tapijt","hoogte 303 cm; breedte 417 cm","NK_collectie/images_remove_frame/17f042a3-41c9-d443-f194-9ac7ac7c28c1.jpg"
"NK2815","Meshed-tapijt","hoogte 475 cm; breedte 300 cm","NK_collectie/images_remove_frame/0254014b-6d60-8791-884c-37b1a7197629.jpg"
"NK2816","schilderij","hoogte 100 cm; breedte 121 cm; diepte 5.5 cm; hoogte 80 cm; breedte 100 cm","NK_collectie/images_remove_frame/d16967f9-2505-988a-f97d-67e45f7dcb3f.jpg"
"NK2816","schilderij","hoogte 100 cm; breedte 121 cm; diepte 5.5 cm; hoogte 80 cm; breedte 100 cm","NK_collectie/images_remove_frame/05452702-54da-5e03-851c-47ac3e9dbe07.jpg"
"NK2816","schilderij","hoogte 100 cm; breedte 121 cm; diepte 5.5 cm; hoogte 80 cm; breedte 100 cm","NK_collectie/images_remove_frame/cf9cbb2f-d879-08b1-2614-792654c37148.jpg"
"NK2819","schilderij","hoogte 93 cm; breedte 78 cm; diepte 7 cm; hoogte 75.5 cm; breedte 60 cm; hoogte 73.5 cm; breedte 58 cm","NK_collectie/images_remove_frame/726d496b-1428-4639-fdca-8be4fa273c9b.jpg"
"NK2819","schilderij","hoogte 93 cm; breedte 78 cm; diepte 7 cm; hoogte 75.5 cm; breedte 60 cm; hoogte 73.5 cm; breedte 58 cm","NK_collectie/images_remove_frame/71b6fd25-75eb-2908-dba5-855dc5ef07d3.jpg"
"NK2819","schilderij","hoogte 93 cm; breedte 78 cm; diepte 7 cm; hoogte 75.5 cm; breedte 60 cm; hoogte 73.5 cm; breedte 58 cm","NK_collectie/images_remove_frame/ac3b0d34-04aa-24b1-e103-665692a65e83.jpg"
"NK2819","schilderij","hoogte 93 cm; breedte 78 cm; diepte 7 cm; hoogte 75.5 cm; breedte 60 cm; hoogte 73.5 cm; breedte 58 cm","NK_collectie/images_remove_frame/c04fd3b2-74e7-8fb8-1c08-2ceab99a303c.jpg"
"NK282","schenkkan","hoogte 28 cm","NK_collectie/images_remove_frame/bdd3770b-da09-9cfa-9e13-5a351ec3eb8d.jpg"
"NK282","schenkkan","hoogte 28 cm","NK_collectie/images_remove_frame/f6100b5f-88eb-5bde-353a-5882a1cc77af.jpg"
"NK2821","schilderij","hoogte 66.5 cm; breedte 27 cm; diepte 3.5 cm; hoogte 77.5 cm; breedte 42.5 cm; diepte 7.5 cm","NK_collectie/images_remove_frame/8a5d5fa9-344a-f2e0-7b30-fd37db42ef8b.jpg"
"NK2821","schilderij","hoogte 66.5 cm; breedte 27 cm; diepte 3.5 cm; hoogte 77.5 cm; breedte 42.5 cm; diepte 7.5 cm","NK_collectie/images_remove_frame/ed513ef6-199c-aecf-41f1-d2246a2b4e85.jpg"
"NK2821","schilderij","hoogte 66.5 cm; breedte 27 cm; diepte 3.5 cm; hoogte 77.5 cm; breedte 42.5 cm; diepte 7.5 cm","NK_collectie/images_remove_frame/c371eca5-faeb-8a77-2bbe-ee26320c7569.jpg"
"NK2821","schilderij","hoogte 66.5 cm; breedte 27 cm; diepte 3.5 cm; hoogte 77.5 cm; breedte 42.5 cm; diepte 7.5 cm","NK_collectie/images_remove_frame/5f85792b-2baf-48d8-b237-4a39c006c2ed.jpg"
"NK2821","schilderij","hoogte 66.5 cm; breedte 27 cm; diepte 3.5 cm; hoogte 77.5 cm; breedte 42.5 cm; diepte 7.5 cm","NK_collectie/images_remove_frame/30a2752d-17ae-8945-9789-1a2d1d3c5c30.jpg"
"NK2822","schilderij","hoogte 48 cm; breedte 64 cm","NK_collectie/images_remove_frame/4ecb6162-ef1d-4194-ea57-5ef9fa753aea.jpg"
"NK2823","schilderij","hoogte 86.5 cm; breedte 102.5 cm; diepte 15 cm; hoogte 53 cm; breedte 69 cm","NK_collectie/images_remove_frame/2a40059a-dc78-8693-158a-b2ba7be6a872.jpg"
"NK2823","schilderij","hoogte 86.5 cm; breedte 102.5 cm; diepte 15 cm; hoogte 53 cm; breedte 69 cm","NK_collectie/images_remove_frame/f3219eef-03f4-eee3-094a-898eb7629676.jpg"
"NK2823","schilderij","hoogte 86.5 cm; breedte 102.5 cm; diepte 15 cm; hoogte 53 cm; breedte 69 cm","NK_collectie/images_remove_frame/9e1c532b-0a9a-61d7-23d7-6662a3b04e64.jpg"
"NK2823","schilderij","hoogte 86.5 cm; breedte 102.5 cm; diepte 15 cm; hoogte 53 cm; breedte 69 cm","NK_collectie/images_remove_frame/c0c4799c-8827-85b7-fc58-cb9375727a97.jpg"
"NK2824","schilderij","hoogte 88 cm; breedte 57 cm","NK_collectie/images_remove_frame/442be26e-4fb2-b888-299b-ed15c1f4c15a.jpg"
"NK2824","schilderij","hoogte 88 cm; breedte 57 cm","NK_collectie/images_remove_frame/60d0a61d-f170-2b3b-292d-f5cfbf51f3c0.jpg"
"NK2825","schilderij","hoogte 49 cm; breedte 86 cm","NK_collectie/images_remove_frame/4a6e47bf-14e1-0e96-a008-e0dd8401c6c9.jpg"
"NK2825","schilderij","hoogte 49 cm; breedte 86 cm","NK_collectie/images_remove_frame/e6f740b7-2097-b35a-faba-51d1ceb8c805.jpg"
"NK2825","schilderij","hoogte 49 cm; breedte 86 cm","NK_collectie/images_remove_frame/b71e08a7-ce7e-cbf9-f084-93375c8a10a8.jpg"
"NK2825","schilderij","hoogte 49 cm; breedte 86 cm","NK_collectie/images_remove_frame/4bb22604-6015-6ec0-8a03-660aa4a545c5.jpg"
"NK2827","schilderij","hoogte 53.5 cm; breedte 73 cm","NK_collectie/images_remove_frame/10813f25-d835-5c99-8d2c-a3e7d6f28f8c.jpg"
"NK283","schenkkan","hoogte 22.8 cm; ""diepte / diameter"" 9.5 cm","NK_collectie/images_remove_frame/ac607efa-736d-2e41-e0a9-2f8b9e16c14b.jpg"
"NK283","schenkkan","hoogte 22.8 cm; ""diepte / diameter"" 9.5 cm","NK_collectie/images_remove_frame/26bedfef-6460-2f27-4884-17c616868f6e.jpg"
"NK283","schenkkan","hoogte 22.8 cm; ""diepte / diameter"" 9.5 cm","NK_collectie/images_remove_frame/5f833f4a-85d1-c432-7b9d-cd2e93fa5faa.jpg"
"NK283","schenkkan","hoogte 22.8 cm; ""diepte / diameter"" 9.5 cm","NK_collectie/images_remove_frame/9c7a60cb-2090-8ea1-7045-4fe74f0c33be.jpg"
"NK283","schenkkan","hoogte 22.8 cm; ""diepte / diameter"" 9.5 cm","NK_collectie/images_remove_frame/5b54719e-a6a2-cb8d-93a6-fefe624204d5.jpg"
"NK2830","schilderij","hoogte 63.5 cm; breedte 85.5 cm","NK_collectie/images_remove_frame/dbbeb8d6-a03f-4679-b941-9a565b5eb49c.jpg"
"NK2830","schilderij","hoogte 63.5 cm; breedte 85.5 cm","NK_collectie/images_remove_frame/a798f339-5348-1e18-f8ba-bf35097ed972.jpg"
"NK2830","schilderij","hoogte 63.5 cm; breedte 85.5 cm","NK_collectie/images_remove_frame/e0ca95c1-3fd0-198b-5b24-45eaa1ddfd2d.jpg"
"NK2832","schilderij","hoogte 89 cm; breedte 76.5 cm; hoogte 106 cm; breedte 99 cm; diepte 8 cm","NK_collectie/images_remove_frame/9385786e-116a-c79f-7d66-3fe789bdcab5.jpg"
"NK2832","schilderij","hoogte 89 cm; breedte 76.5 cm; hoogte 106 cm; breedte 99 cm; diepte 8 cm","NK_collectie/images_remove_frame/09b35979-358a-fa63-2783-629eeee53ff2.jpg"
"NK2832","schilderij","hoogte 89 cm; breedte 76.5 cm; hoogte 106 cm; breedte 99 cm; diepte 8 cm","NK_collectie/images_remove_frame/15474c86-7191-8849-0c43-23a1d544502c.jpg"
"NK2832","schilderij","hoogte 89 cm; breedte 76.5 cm; hoogte 106 cm; breedte 99 cm; diepte 8 cm","NK_collectie/images_remove_frame/b56ea241-9357-cc6c-0d3e-3a25d3904455.jpg"
"NK2838","schilderij","hoogte 52 cm; breedte 97 cm","NK_collectie/images_remove_frame/85fce60f-72a5-0509-540c-6bbb366b88a1.jpg"
"NK2838","schilderij","hoogte 52 cm; breedte 97 cm","NK_collectie/images_remove_frame/d49898bc-fe5a-cece-d84f-b47bb4fec443.jpg"
"NK2841","schilderij","hoogte 73 cm; breedte 61 cm; diepte 8 cm; hoogte 60 cm; breedte 45 cm","NK_collectie/images_remove_frame/475d7fd9-e286-a3af-2960-0e1b66b8e0c4.jpg"
"NK2841","schilderij","hoogte 73 cm; breedte 61 cm; diepte 8 cm; hoogte 60 cm; breedte 45 cm","NK_collectie/images_remove_frame/7ce30517-accd-82d7-54ff-275ab3c6bd34.jpg"
"NK2841","schilderij","hoogte 73 cm; breedte 61 cm; diepte 8 cm; hoogte 60 cm; breedte 45 cm","NK_collectie/images_remove_frame/40f56a81-1758-0de4-386d-4b8adc5d30f6.jpg"
"NK2841","schilderij","hoogte 73 cm; breedte 61 cm; diepte 8 cm; hoogte 60 cm; breedte 45 cm","NK_collectie/images_remove_frame/d06f39f9-8387-0565-150b-77dadcc0aed9.jpg"
"NK2842","schilderij","hoogte 128 cm; breedte 114 cm; diepte 4.5 cm; hoogte 114 cm; breedte 97 cm","NK_collectie/images_remove_frame/5a09286e-c17d-e199-e13f-95261f57b24f.jpg"
